from_newsgroup,to_newsgroup,number_of_references
no.prat.narkotika,no.ms-windows,3
no.prat.narkotika,no.musikk,3
no.prat.narkotika,no.prat.aksjer,3
no.prat.narkotika,no.radio-tv,3
no.prat.politikk,no.alt.gledesutbrudd,3
no.prat.politikk,no.alt.katter,3
no.prat.politikk,no.alt.sjokolade,3
no.prat.politikk,no.marked,3
no.prat.politikk,no.ms-windows,3
no.prat.politikk,no.musikk.gitar,3
no.prat.politikk,no.pc,3
no.prat.politikk,no.sport.diverse,3
no.prat.seksualitet,no.prat.narkotika,3
no.prat.seksualitet,no.speider,3
no.prat.seksualitet,no.student.nett,3
no.prat.seksualitet,no.student.samfund,3
no.prat.seksualitet,no.velkommen,3
no.prat.seksualitet,no.vit.diverse,3
no.prat.ufo,no.marked.jobb,3
no.prat.ufo,no.ms-windows,3
no.prat.ufo,no.musikk,3
no.prat.ufo,no.news.diverse,3
no.prat.ufo,no.prat.aksjer,3
no.psykologi,no.uninett.diverse,3
no.psykologi,no.uninett.drift,3
no.psykologi,no.uninett.hjelp,3
no.psykologi,no.uninett.katalog,3
no.psykologi,no.unix,3
no.radio-tv,no.alkohol,3
no.radio-tv,no.news.drift,3
no.radio-tv,no.nuug,3
no.radio-tv,no.psykologi,3
no.radio-tv,no.skole.diverse,3
no.radio-tv,no.slekt.etterlysning,3
no.radio-tv,no.slekt.programmer,3
no.radio-tv,no.sources.wanted,3
no.radio-tv,no.standard,3
no.radio-tv,no.student.nett,3
no.radio-tv,no.student.samfund,3
no.radio-tv,no.tegnsett,3
no.radio-tv,no.tele,3
no.radio-tv,no.telepost,3
no.radio-tv,no.tungregning,3
no.radio-tv,no.typografi,3
no.radio-tv,no.uninett.diverse,3
no.radio-tv,no.uninett.drift,3
no.radio-tv,no.uninett.hjelp,3
no.radio-tv,no.uninett.katalog,3
no.radio-tv,no.uninett.skole,3
no.radio_tv,no.tele,3
no.reiser,no.audio,3
no.reiser,no.film,3
no.reiser,no.jus,3
no.reiser,no.marked.jobb,3
no.reiser,no.news.diverse,3
no.reiser,no.vitser,3
no.religion,no.film,3
no.religion,no.litteratur,3
no.religion,no.mac,3
no.religion,no.slekt.etterlysning,3
no.religion,no.slekt.programmer,3
no.religion,no.sources.list,3
no.religion,no.student.nett,3
no.religion,no.student.samfund,3
no.skole.diverse,no.radio-tv,3
no.skole.diverse,no.reiser,3
no.skole.diverse,no.slekt.etterlysning,3
no.skole.diverse,no.slekt.programmer,3
no.skole.diverse,no.sources.list,3
no.skole.diverse,no.sport.diverse,3
no.slekt,no.uninett.skole,3
no.slekt,no.unix,3
no.slekt.etterlysning,no.mac,3
no.slekt.etterlysning,no.radio-tv,3
no.slekt.etterlysning,no.reiser,3
no.slekt.etterlysning,no.religion,3
no.slekt.etterlysning,no.skole.diverse,3
no.slekt.etterlysning,no.speider,3
no.slekt.etterlysning,no.spill,3
no.slekt.etterlysning,no.sport.diverse,3
no.slekt.programmer,no.mac,3
no.slekt.programmer,no.radio-tv,3
no.slekt.programmer,no.reiser,3
no.slekt.programmer,no.religion,3
no.slekt.programmer,no.skole.diverse,3
no.slekt.programmer,no.speider,3
no.slekt.programmer,no.spill,3
no.slekt.programmer,no.sport.diverse,3
no.sources.list,no.marked.data,3
no.sources.list,no.musikk,3
no.sources.list,no.reiser,3
no.sources.list,no.religion,3
no.sources.list,no.skole.diverse,3
no.sources.list,no.uninett.skole,3
no.sources.list,no.unix,3
no.sources.wanted,no.alt.arkiv,3
no.sources.wanted,no.alt.diskusjoner,3
no.sources.wanted,no.musikk,3
no.sources.wanted,no.radio-tv,3
no.sources.wanted,no.uninett.skole,3
no.sources.wanted,no.unix,3
no.sources.wanted,unknown,3
no.speider,no.marked.data,3
no.speider,no.musikk,3
no.speider,no.prat.seksualitet,3
no.speider,no.uninett.skole,3
no.speider,no.unix,3
no.spill,no.amiga,3
no.spill,no.spill.rollespill,3
no.spill,no.test,3
no.spill,no.uninett.skole,3
no.spill,no.unix,3
no.spill.rollespill,no.marked,3
no.sport.diverse,no.bil,3
no.sport.diverse,no.sport.orientering,3
no.sport.diverse,no.uninett.skole,3
no.sport.diverse,no.unix,3
no.sport.fotball,no.irc,3
no.sport.fotball,no.marked,3
no.sport.orientering,no.sport.fotball,3
no.sport.volleyball,no.prat.aksjer,3
no.sport.volleyball,no.slekt.etterlysning,3
no.sport.volleyball,no.slekt.programmer,3
no.sport.volleyball,no.sources.list,3
no.sport.volleyball,no.sources.wanted,3
no.standard,no.alt.frustrasjoner,3
no.standard,no.alt.gledesutbrudd,3
no.standard,no.alt.god.jul,3
no.standard,no.alt.mat,3
no.standard,no.alt.motorsykler,3
no.standard,no.alt.pompelog,3
no.standard,no.alt.radio_tv.irma1000,3
no.standard,no.audio,3
no.standard,no.ef,3
no.standard,no.embnet,3
no.standard,no.eunet.diverse,3
no.standard,no.eunet.drift,3
no.standard,no.eunet.hjelp,3
no.standard,no.film,3
no.standard,no.marked.data,3
no.standard,no.news.diverse,3
no.standard,no.org.efn.diskusjon,3
no.standard,no.uninett.skole,3
no.standard,no.unix,3
no.stortinget,no.alt.arkiv,3
no.stortinget,no.uninett.skole,3
no.student.nett,no.alt.diskusjoner,3
no.student.nett,no.bolig,3
no.student.nett,no.litteratur,3
no.student.nett,no.marked.bolig,3
no.student.nett,no.prat.seksualitet,3
no.student.nett,no.radio-tv,3
no.student.nett,no.uninett.diverse,3
no.student.nett,no.uninett.hjelp,3
no.student.samfund,no.bolig,3
no.student.samfund,no.marked.bolig,3
no.student.samfund,no.pc,3
no.student.samfund,no.prat.seksualitet,3
no.student.samfund,no.radio-tv,3
no.student.samfund,no.religion,3
no.student.samfund,no.uninett.diverse,3
no.student.samfund,no.uninett.hjelp,3
no.student.samfund,no.uninett.skole,3
no.sykkel,no.news.diverse,3
no.sykkel,no.reiser,3
no.tegnsett,no.uninett.diverse,3
no.tegnsett,no.uninett.drift,3
no.tegnsett,no.uninett.hjelp,3
no.tegnsett,no.uninett.katalog,3
no.tele,no.standard,3
no.telepost,no.alt.arkiv,3
no.telepost,no.marked.data,3
no.telepost,no.uninett.skole,3
no.telepost,no.unix,3
no.test,no.slekt,3
no.test,no.speider,3
no.test,no.vr,3
no.test,no.x,3
no.tex,no.vitser,3
no.tex,no.vr,3
no.tex,no.x,3
no.tungregning,no.marked.data,3
no.tungregning,no.musikk,3
no.tungregning,no.news.diverse,3
no.tungregning,no.stortinget,3
no.tungregning,no.uninett.skole,3
no.tungregning,no.unix,3
no.typografi,no.media,3
no.uninett.diverse,no.havforskning,3
no.uninett.diverse,no.irc,3
no.uninett.diverse,no.kjemi,3
no.uninett.diverse,no.litteratur,3
no.uninett.diverse,no.mac,3
no.uninett.diverse,no.mail.diverse,3
no.uninett.diverse,no.mail.drift,3
no.uninett.diverse,no.marked.data,3
no.uninett.diverse,no.musikk,3
no.uninett.diverse,no.musikk.gitar,3
no.uninett.diverse,no.news.drift,3
no.uninett.diverse,no.nuug,3
no.uninett.diverse,no.psykologi,3
no.uninett.diverse,no.student.nett,3
no.uninett.diverse,no.student.samfund,3
no.uninett.drift,no.havforskning,3
no.uninett.drift,no.irc,3
no.uninett.drift,no.jus,3
no.uninett.drift,no.kjemi,3
no.uninett.drift,no.linux,3
no.uninett.drift,no.litteratur,3
no.uninett.drift,no.mac,3
no.uninett.drift,no.marked,3
no.uninett.drift,no.marked.data,3
no.uninett.drift,no.multimedia,3
no.uninett.drift,no.musikk,3
no.uninett.drift,no.musikk.gitar,3
no.uninett.drift,no.norsk,3
no.uninett.drift,no.nuug,3
no.uninett.drift,no.pc,3
no.uninett.drift,no.psykologi,3
no.uninett.drift,no.radio_tv,3
no.uninett.drift,no.uninett.skole,3
no.uninett.drift,no.unix,3
no.uninett.hjelp,no.biz.annonser,3
no.uninett.hjelp,no.havforskning,3
no.uninett.hjelp,no.irc,3
no.uninett.hjelp,no.jus,3
no.uninett.hjelp,no.kjemi,3
no.uninett.hjelp,no.linux,3
no.uninett.hjelp,no.litteratur,3
no.uninett.hjelp,no.mac,3
no.uninett.hjelp,no.mail.diverse,3
no.uninett.hjelp,no.mail.drift,3
no.uninett.hjelp,no.marked,3
no.uninett.hjelp,no.marked.data,3
no.uninett.hjelp,no.multimedia,3
no.uninett.hjelp,no.musikk,3
no.uninett.hjelp,no.musikk.gitar,3
no.uninett.hjelp,no.net,3
no.uninett.hjelp,no.news.drift,3
no.uninett.hjelp,no.norsk,3
no.uninett.hjelp,no.nuug,3
no.uninett.hjelp,no.pc,3
no.uninett.hjelp,no.psykologi,3
no.uninett.hjelp,no.radio_tv,3
no.uninett.hjelp,no.student.nett,3
no.uninett.hjelp,no.student.samfund,3
no.uninett.hjelp,no.unix,3
no.uninett.katalog,no.havforskning,3
no.uninett.katalog,no.irc,3
no.uninett.katalog,no.jus,3
no.uninett.katalog,no.kjemi,3
no.uninett.katalog,no.linux,3
no.uninett.katalog,no.litteratur,3
no.uninett.katalog,no.mac,3
no.uninett.katalog,no.mail.diverse,3
no.uninett.katalog,no.mail.drift,3
no.uninett.katalog,no.marked,3
no.uninett.katalog,no.marked.data,3
no.uninett.katalog,no.multimedia,3
no.uninett.katalog,no.musikk,3
no.uninett.katalog,no.musikk.gitar,3
no.uninett.katalog,no.net,3
no.uninett.katalog,no.news.diverse,3
no.uninett.katalog,no.news.drift,3
no.uninett.katalog,no.norsk,3
no.uninett.katalog,no.nuug,3
no.uninett.katalog,no.pc,3
no.uninett.katalog,no.psykologi,3
no.uninett.katalog,no.radio_tv,3
no.uninett.katalog,no.uninett.skole,3
no.uninett.katalog,no.unix,3
no.uninett.skole,no.havforskning,3
no.uninett.skole,no.irc,3
no.uninett.skole,no.kjemi,3
no.uninett.skole,no.linux,3
no.uninett.skole,no.mac,3
no.uninett.skole,no.mail.drift,3
no.uninett.skole,no.multimedia,3
no.uninett.skole,no.musikk,3
no.uninett.skole,no.musikk.gitar,3
no.uninett.skole,no.news.drift,3
no.uninett.skole,no.nuug,3
no.uninett.skole,no.psykologi,3
no.uninett.skole,no.radio-tv,3
no.uninett.skole,no.slekt,3
no.uninett.skole,no.sources.list,3
no.uninett.skole,no.sources.wanted,3
no.uninett.skole,no.speider,3
no.uninett.skole,no.spill,3
no.uninett.skole,no.sport.diverse,3
no.uninett.skole,no.standard,3
no.uninett.skole,no.stortinget,3
no.uninett.skole,no.student.samfund,3
no.uninett.skole,no.tegnsett,3
no.uninett.skole,no.telepost,3
no.uninett.skole,no.tungregning,3
no.uninett.skole,no.uninett.drift,3
no.uninett.skole,no.uninett.katalog,3
no.uninett.skole,no.unix,3
no.unix,no.alt.gledesutbrudd,3
no.unix,no.musikk,3
no.unix,no.musikk.gitar,3
no.unix,no.psykologi,3
no.unix,no.slekt,3
no.unix,no.sources.list,3
no.unix,no.sources.wanted,3
no.unix,no.speider,3
no.unix,no.spill,3
no.unix,no.sport.diverse,3
no.unix,no.standard,3
no.unix,no.telepost,3
no.unix,no.tungregning,3
no.unix,no.uninett.drift,3
no.unix,no.uninett.hjelp,3
no.unix,no.uninett.katalog,3
no.unix,no.uninett.skole,3
no.velkommen,no.norsk,3
no.velkommen,no.prat.seksualitet,3
no.velkommen,no.svar,3
no.video,no.alt.frustrasjoner,3
no.video,no.unix,3
no.video,no.vitser,3
no.video,no.vr,3
no.video,no.x,3
no.vit.diverse,no.prat.seksualitet,3
no.vitser,no.ai,3
no.vitser,no.alt.arkiv,3
no.vitser,no.alt.config,3
no.vitser,no.alt.mat.drikke,3
no.vitser,no.alt.motorsykler,3
no.vitser,no.audio,3
no.vitser,no.litteratur,3
no.vitser,no.mac,3
no.vitser,no.ms-windows,3
no.vitser,no.reiser,3
no.vitser,no.tex,3
no.vitser,no.vr,3
no.vitser,no.x,3
no.vr,no.ai,3
no.vr,no.psykologi,3
no.vr,no.vitser,3
no.vr,no.x,3
no.vr,unknown,3
no.www,no.alt.mat.drikke,3
no.www,no.hobby.diverse,3
no.www,no.religion,3
no.www,no.student.nett,3
no.www,no.video,3
no.x,no.amiga,3
no.x,no.folklore.edb,3
no.x,no.vitser,3
no.x,no.vr,3
no.ai,no.alt.irctreff,2
no.ai,no.pc,2
no.ai,no.x,2
no.alkohol,no.alt.irctreff,2
no.alkohol,no.sykkel,2
no.alkohol,no.x,2
no.alt.amiga,no.marked,2
no.alt.amiga,no.news.diverse,2
no.alt.amiga,no.pc,2
no.alt.arkiv,no.alt.irctreff,2
no.alt.config,no.alt.irctreff,2
no.alt.config,no.folklore.overtro,2
no.alt.config,no.news.drift,2
no.alt.diskusjoner,no.alt.irctreff,2
no.alt.diskusjoner,no.spill.sjakk,2
no.alt.diskusjoner,no.tegnsett,2
no.alt.fan.de-lillos,no.biz.annonser,2
no.alt.fan.de-lillos,no.biz.nettilbydere,2
no.alt.fan.de-lillos,no.marked.bil,2
no.alt.fan.de-lillos,no.marked.bolig,2
no.alt.fan.de-lillos,no.musikk.gitar,2
no.alt.fan.de-lillos,no.news.diverse,2
no.alt.flame,no.alt.irctreff,2
no.alt.flame,no.alt.tegneserier,2
no.alt.flame,no.linux,2
no.alt.flame,no.psykologi,2
no.alt.flame,no.radio_tv,2
no.alt.flame,no.speider,2
no.alt.frustrasjoner,no.alt.irctreff,2
no.alt.frustrasjoner,no.biz.annonser.data,2
no.alt.frustrasjoner,no.kryptografi,2
no.alt.frustrasjoner,no.marked.bil,2
no.alt.frustrasjoner,no.marked.bolig,2
no.alt.frustrasjoner,no.prat.ufo,2
no.alt.frustrasjoner,no.video,2
no.alt.gledesutbrudd,no.alt.fan.de-lillos,2
no.alt.gledesutbrudd,no.alt.irctreff,2
no.alt.gledesutbrudd,no.ms-windows,2
no.alt.gledesutbrudd,no.prat.seksualitet,2
no.alt.god.jul,no.alt.fan.de-lillos,2
no.alt.god.jul,no.alt.irctreff,2
no.alt.god.jul,no.alt.katter,2
no.alt.god.jul,no.alt.mat.drikke,2
no.alt.god.jul,no.biz,2
no.alt.god.jul,no.bolig,2
no.alt.god.jul,no.news.diverse,2
no.alt.irc-treff,no.alt.fan.de-lillos,2
no.alt.irc-treff,no.alt.flame,2
no.alt.irc-treff,no.c,2
no.alt.irc-treff,no.ef,2
no.alt.irc-treff,no.elektronikk,2
no.alt.irc-treff,no.pc,2
no.alt.irctreff,no.ai,2
no.alt.irctreff,no.alkohol,2
no.alt.irctreff,no.alt.arkiv,2
no.alt.irctreff,no.alt.config,2
no.alt.irctreff,no.alt.diskusjoner,2
no.alt.irctreff,no.alt.flame,2
no.alt.irctreff,no.alt.frustrasjoner,2
no.alt.irctreff,no.alt.gledesutbrudd,2
no.alt.irctreff,no.alt.god.jul,2
no.alt.irctreff,no.alt.katter,2
no.alt.irctreff,no.alt.mat,2
no.alt.irctreff,no.alt.mat.drikke,2
no.alt.irctreff,no.alt.pompelog,2
no.alt.irctreff,no.alt.radio_tv.irma1000,2
no.alt.irctreff,no.alt.tegneserier,2
no.alt.katter,no.alt.irctreff,2
no.alt.katter,no.prat.politikk,2
no.alt.katter,no.stortinget,2
no.alt.mat,no.alt.irctreff,2
no.alt.mat,no.prat.narkotika,2
no.alt.mat,no.religion,2
no.alt.mat.drikke,no.alt.amiga,2
no.alt.mat.drikke,no.alt.fan.de-lillos,2
no.alt.mat.drikke,no.alt.god.jul,2
no.alt.mat.drikke,no.alt.irctreff,2
no.alt.pompel-og-pilt,no.alt.fan.de-lillos,2
no.alt.pompelog,no.alt.irctreff,2
no.alt.radio-tv.irma-1000,no.alt.amiga,2
no.alt.radio-tv.irma-1000,no.alt.fan.de-lillos,2
no.alt.radio-tv.irma-1000,no.radio-tv,2
no.alt.radio_tv.irma1000,no.alt.irctreff,2
no.alt.sjokolade,no.ai,2
no.alt.sjokolade,no.alt.amiga,2
no.alt.sjokolade,no.alt.config,2
no.alt.sjokolade,no.alt.fan.de-lillos,2
no.alt.tegneserier,no.alt.fan.de-lillos,2
no.alt.tegneserier,no.alt.irctreff,2
no.alt.tegneserier,no.biz.annonser.data,2
no.alt.tegneserier,no.ms-windows,2
no.alt.troll,no.alt.gledesutbrudd,2
no.amiga,no.biz.nettilbydere,2
no.amiga,no.news.diverse,2
no.amiga,no.norsk,2
no.amiga,no.religion,2
no.amiga,no.slekt,2
no.amiga,no.sport.diverse,2
no.amiga,no.vitser,2
no.audio,no.alt.arkiv,2
no.audio,no.alt.config,2
no.audio,no.alt.flame,2
no.audio,no.religion,2
no.audio,no.tele,2
no.bibsys,no.alt.amiga,2
no.bibsys,no.alt.arkiv,2
no.bibsys,no.alt.config,2
no.bibsys,no.alt.diskusjoner,2
no.bibsys,no.alt.fan.de-lillos,2
no.bibsys,no.alt.flame,2
no.bibsys,no.kryptografi,2
no.bil,no.alt.flame,2
no.bil,no.norsk,2
no.bil,no.slekt,2
no.bil,no.spill,2
no.bil,no.telepost,2
no.bil,no.vitser,2
no.biz,no.alt.god.jul,2
no.biz,no.marked.data,2
no.biz,no.pc,2
no.biz.annonser,no.medisin,2
no.biz.annonser,no.musikk.klassisk,2
no.biz.annonser,no.sport.fotball,2
no.biz.annonser.data,no.alt.motorsykler,2
no.biz.annonser.data,no.alt.tegneserier,2
no.biz.nettilbydere,no.alt.radio-tv.irma-1000,2
no.biz.nettilbydere,no.elektronikk,2
no.biz.nettilbydere,no.marked.jobb,2
no.bolig,no.ai,2
no.bolig,no.alkohol,2
no.bolig,no.alt.god.jul,2
no.bolig,no.folklore.generelt,2
no.bolig,no.news.diverse,2
no.bolig,no.student.nett,2
no.bolig,no.student.samfund,2
no.bolig,no.www,2
no.c,no.alt.fan.de-lillos,2
no.c,no.alt.flame,2
no.c,no.alt.irc-treff,2
no.c,no.religion,2
no.c,no.tele,2
no.c,no.vitser,2
no.ef,no.alt.fan.de-lillos,2
no.ef,no.alt.flame,2
no.ef,no.alt.irc-treff,2
no.ef,no.news.diverse,2
no.ef,no.x,2
no.elektronikk,no.ai,2
no.elektronikk,no.alkohol,2
no.elektronikk,no.alt.gledesutbrudd,2
no.elektronikk,no.alt.irc-treff,2
no.elektronikk,no.eunet.diverse,2
no.elektronikk,no.norsk,2
no.elektronikk,no.religion,2
no.elektronikk,no.sport.diverse,2
no.embnet,no.alt.fan.de-lillos,2
no.embnet,no.alt.flame,2
no.embnet,no.medisin,2
no.embnet,no.x,2
no.film,no.alt.amiga,2
no.film,no.alt.arkiv,2
no.film,no.alt.config,2
no.film,no.hobby.diverse,2
no.film,no.religion,2
no.film,no.tele,2
no.folklore.edb,no.amiga,2
no.folklore.edb,no.embnet,2
no.folklore.edb,no.film,2
no.folklore.edb,no.it.emacs,2
no.folklore.edb,no.jus,2
no.folklore.edb,no.marked.data,2
no.folklore.edb,no.tele,2
no.folklore.edb,no.www,2
no.folklore.generelt,no.alt.god.jul,2
no.folklore.generelt,no.bolig,2
no.folklore.generelt,no.c,2
no.folklore.generelt,no.news.diverse,2
no.folklore.generelt,no.x,2
no.folklore.generelt,unknown,2
no.folklore.overtro,no.c,2
no.folklore.overtro,no.jus,2
no.folklore.overtro,no.kjemi,2
no.folklore.overtro,no.linux,2
no.folklore.overtro,no.litteratur,2
no.fritid.slektsforsking.diverse,unknown,2
no.general,no.alt.radio_tv.irma1000,2
no.general,no.sources.list,2
no.general,no.sport.fotball,2
no.general,no.svar,2
no.general,no.tungregning,2
no.general,no.velkommen,2
no.havforskning,no.hobby.diverse,2
no.havforskning,no.it.os.os2,2
no.havforskning,no.skole.diverse,2
no.havforskning,no.tex,2
no.hobby.diverse,no.alt.god.jul,2
no.hobby.diverse,no.bolig,2
no.hobby.diverse,no.jus,2
no.hobby.diverse,no.kryptografi,2
no.hobby.diverse,no.litteratur,2
no.hobby.diverse,no.sykkel,2
no.hobby.diverse,no.x,2
no.irc,no.alt.amiga,2
no.irc,no.alt.arkiv,2
no.irc,no.alt.config,2
no.irc,no.alt.flame,2
no.irc,no.folklore.overtro,2
no.irc,no.it.diverse,2
no.irc,no.marked.diskusjon,2
no.irc,no.medisin,2
no.irc,no.perl,2
no.irc,no.religion,2
no.irc,no.tele,2
no.it.diverse,no.it.os.os2,2
no.it.diverse,no.tele,2
no.it.emacs,no.alt.flame,2
no.it.emacs,no.news.diverse,2
no.it.emacs,no.tele,2
no.it.os.os2,no.it.diverse,2
no.it.os.os2,no.mail.diverse,2
no.it.os.os2,no.mail.drift,2
no.it.os.os2,no.unix,2
no.jus,no.ms-windows,2
no.jus,no.pressemeldinger,2
no.jus,no.vit.diverse,2
no.kjemi,no.ms-windows,2
no.kryptografi,no.hobby.diverse,2
no.kryptografi,no.musikk,2
no.kultur.fritid.friluftsliv,no.speider,2
no.linux,no.folklore.overtro,2
no.lisp,no.news.diverse,2
no.litteratur,no.folklore.overtro,2
no.litteratur,no.spill.rollespill,2
no.mac,no.folklore.edb,2
no.mac,no.slekt.etterlysning,2
no.mac,no.slekt.programmer,2
no.mail.diverse,no.ai,2
no.mail.diverse,no.alt.amiga,2
no.mail.diverse,no.slekt.etterlysning,2
no.mail.diverse,no.typografi,2
no.marked,no.alt.amiga,2
no.marked.bil,no.it.os.os2,2
no.marked.bil,no.reiser,2
no.marked.bolig,no.alt.god.jul,2
no.marked.bolig,no.alt.motorsykler,2
no.marked.bolig,no.reiser,2
no.marked.bolig,no.student.nett,2
no.marked.bolig,no.student.samfund,2
no.marked.data,no.alt.motorsykler,2
no.marked.data,no.biz,2
no.marked.data,no.reiser,2
no.marked.data,no.religion,2
no.marked.data,no.student.samfund,2
no.marked.data,no.vit.diverse,2
no.marked.diskusjon,no.kryptografi,2
no.marked.diskusjon,no.news.diverse,2
no.marked.diskusjon,no.velkommen,2
no.marked.diskusjon,no.vit.diverse,2
no.marked.jobb,no.alt.diskusjoner,2
no.marked.jobb,no.news.drift,2
no.marked.jobb,no.student.nett,2
no.marked.jobb,no.uninett.diverse,2
no.media,no.prat.seksualitet,2
no.media,no.sport.diverse,2
no.medisin,no.biz.annonser,2
no.ms-windows,no.alt.tegneserier,2
no.ms-windows,no.musikk.gitar,2
no.ms-windows,no.vitser,2
no.musikk,no.biz,2
no.musikk,no.radio_tv,2
no.musikk,no.reiser,2
no.musikk,no.video,2
no.musikk,no.www,2
no.musikk.gitar,no.alt.fan.de-lillos,2
no.musikk.gitar,no.media,2
no.musikk.gitar,no.org.decus,2
no.musikk.klassisk,no.biz.annonser,2
no.musikk.klassisk,no.marked,2
no.net,no.radio-tv,2
no.net,no.vitser,2
no.news.diverse,no.alt.radio_tv.irma1000,2
no.news.diverse,no.org.decus,2
no.news.diverse,no.student.nett,2
no.news.drift,no.biz.annonser.data,2
no.news.drift,no.it.diverse,2
no.news.drift,no.marked.diskusjon,2
no.news.drift,no.marked.jobb,2
no.news.drift,no.prat.aksjer,2
no.news.drift,no.slekt.etterlysning,2
no.news.drift,no.slekt.programmer,2
no.news.drift,no.sport.fotball,2
no.news.drift,no.sport.orientering,2
no.news.drift,no.sport.volleyball,2
no.norsk,no.amiga,2
no.norsk,no.biz.annonser.data,2
no.norsk,no.elektronikk,2
no.norsk,no.test,2
no.norsk,no.vit.diverse,2
no.norsk,no.x,2
no.norsk.fagord,no.elektronikk,2
no.nuug,no.uninett.diverse,2
no.nuug,no.uninett.drift,2
no.nuug,no.uninett.hjelp,2
no.nuug,no.uninett.katalog,2
no.nuug,no.uninett.skole,2
no.org.decus,no.prat.aksjer,2
no.org.decus,no.slekt.etterlysning,2
no.org.decus,no.slekt.programmer,2
no.org.decus,no.sources.list,2
no.org.decus,no.sources.wanted,2
no.org.decus,no.sport.fotball,2
no.org.decus,no.sport.orientering,2
no.org.decus,no.sport.volleyball,2
no.org.efn.diskusjon,no.it.emacs,2
no.org.efn.diskusjon,no.it.os.os2,2
no.org.efn.diskusjon,no.lisp,2
no.org.efn.diskusjon,no.prat.politikk,2
no.org.efn.diskusjon,no.www,2
no.perl,no.marked.jobb,2
no.perl,no.musikk,2
no.perl,no.prat.politikk,2
no.perl,no.prat.seksualitet,2
no.perl,no.pressemeldinger.diskusjon,2
no.perl,no.radio-tv,2
no.perl,no.reiser,2
no.perl,no.religion,2
no.perl,no.slekt,2
no.perl,no.speider,2
no.perl,no.spill,2
no.perl,no.spill.rollespill,2
no.perl,no.spill.sjakk,2
no.perl,no.sport.diverse,2
no.perl,no.sport.fotball,2
no.prat.aksjer,no.alt.motorsykler,2
no.prat.aksjer,no.audio,2
no.prat.aksjer,no.film,2
no.prat.aksjer,no.musikk,2
no.prat.aksjer,no.musikk.gitar,2
no.prat.aksjer,no.news.diverse,2
no.prat.aksjer,no.news.drift,2
no.prat.aksjer,no.org.decus,2
no.prat.aksjer,no.reiser,2
no.prat.narkotika,no.alt.gledesutbrudd,2
no.prat.narkotika,no.alt.mat,2
no.prat.narkotika,no.pressemeldinger.diskusjon,2
no.prat.narkotika,no.reiser,2
no.prat.narkotika,no.slekt,2
no.prat.narkotika,no.speider,2
no.prat.narkotika,no.spill,2
no.prat.narkotika,no.spill.rollespill,2
no.prat.narkotika,no.spill.sjakk,2
no.prat.narkotika,no.sport.diverse,2
no.prat.narkotika,no.sport.fotball,2
no.prat.politikk,no.marked.data,2
no.prat.politikk,no.multimedia,2
no.prat.politikk,no.nuug,2
no.prat.politikk,no.perl,2
no.prat.politikk,no.prat.ufo,2
no.prat.politikk,no.radio-tv,2
no.prat.politikk,no.reiser,2
no.prat.politikk,no.speider,2
no.prat.politikk,no.spill,2
no.prat.politikk,no.spill.rollespill,2
no.prat.politikk,no.spill.sjakk,2
no.prat.politikk,no.sport.fotball,2
no.prat.seksualitet,no.media,2
no.prat.seksualitet,no.perl,2
no.prat.seksualitet,no.prat.ufo,2
no.prat.seksualitet,no.pressemeldinger.diskusjon,2
no.prat.seksualitet,no.reiser,2
no.prat.seksualitet,no.slekt,2
no.prat.seksualitet,no.spill.rollespill,2
no.prat.seksualitet,no.spill.sjakk,2
no.prat.seksualitet,no.sport.diverse,2
no.prat.seksualitet,no.sport.fotball,2
no.prat.ufo,no.biz.annonser,2
no.prat.ufo,no.hobby.diverse,2
no.prat.ufo,no.prat.politikk,2
no.prat.ufo,no.prat.seksualitet,2
no.prat.ufo,no.pressemeldinger.diskusjon,2
no.prat.ufo,no.reiser,2
no.prat.ufo,no.slekt,2
no.prat.ufo,no.speider,2
no.prat.ufo,no.spill,2
no.prat.ufo,no.spill.rollespill,2
no.prat.ufo,no.spill.sjakk,2
no.prat.ufo,no.sport.diverse,2
no.prat.ufo,no.sport.fotball,2
no.pressemeldinger,no.irc,2
no.pressemeldinger,no.typografi,2
no.pressemeldinger.diskusjon,no.perl,2
no.pressemeldinger.diskusjon,no.prat.narkotika,2
no.pressemeldinger.diskusjon,no.prat.seksualitet,2
no.pressemeldinger.diskusjon,no.prat.ufo,2
no.pressemeldinger.diskusjon,no.radio-tv,2
no.pressemeldinger.diskusjon,no.reiser,2
no.pressemeldinger.diskusjon,no.religion,2
no.pressemeldinger.diskusjon,no.slekt,2
no.pressemeldinger.diskusjon,no.speider,2
no.pressemeldinger.diskusjon,no.spill,2
no.pressemeldinger.diskusjon,no.spill.rollespill,2
no.pressemeldinger.diskusjon,no.spill.sjakk,2
no.pressemeldinger.diskusjon,no.sport.diverse,2
no.pressemeldinger.diskusjon,no.sport.fotball,2
no.radio-tv,no.ms-windows,2
no.radio-tv,no.perl,2
no.radio-tv,no.prat.politikk,2
no.radio-tv,no.pressemeldinger.diskusjon,2
no.radio-tv,no.spill.rollespill,2
no.radio-tv,no.spill.sjakk,2
no.radio-tv,no.sport.fotball,2
no.radio_tv,no.uninett.drift,2
no.radio_tv,no.uninett.hjelp,2
no.radio_tv,no.uninett.katalog,2
no.reiser,no.bil,2
no.reiser,no.hobby.diverse,2
no.reiser,no.kjemi,2
no.reiser,no.musikk,2
no.reiser,no.perl,2
no.reiser,no.prat.narkotika,2
