from_newsgroup,to_newsgroup,number_of_references
no.medisin,no.irc,10
no.ms-windows,no.marked.bil,10
no.ms-windows,no.psykologi,10
no.news.diverse,no.velkommen,10
no.norsk,no.folklore.edb,10
no.pc,no.student.samfund,10
no.perl,no.litteratur,10
no.perl,no.mail.diverse,10
no.perl,no.mail.drift,10
no.perl,no.marked,10
no.perl,no.marked.bil,10
no.perl,no.marked.data,10
no.perl,no.media,10
no.perl,no.medisin,10
no.perl,no.ms-windows,10
no.perl,no.multimedia,10
no.perl,no.net,10
no.perl,no.norsk,10
no.perl,no.norsk.fagord,10
no.perl,no.nuug,10
no.prat.politikk,no.biz.nettilbydere,10
no.pressemeldinger,no.alt.frustrasjoner,10
no.psykologi,no.ms-windows,10
no.psykologi,no.prat.seksualitet,10
no.psykologi,no.www,10
no.radio-tv,no.alt.gledesutbrudd,10
no.radio-tv,no.skole.diverse,10
no.radio-tv,no.slekt.etterlysning,10
no.radio-tv,no.slekt.programmer,10
no.radio-tv,no.student.nett,10
no.radio-tv,no.student.samfund,10
no.radio_tv,no.uninett.skole,10
no.reiser,no.student.nett,10
no.reiser,no.student.samfund,10
no.religion,no.bil,10
no.religion,no.slekt.etterlysning,10
no.religion,no.slekt.programmer,10
no.religion,no.sources.list,10
no.religion,no.spill.sjakk,10
no.religion,no.student.nett,10
no.religion,no.student.samfund,10
no.slekt.etterlysning,no.mac,10
no.slekt.etterlysning,no.radio-tv,10
no.slekt.etterlysning,no.reiser,10
no.slekt.etterlysning,no.religion,10
no.slekt.etterlysning,no.skole.diverse,10
no.slekt.etterlysning,no.speider,10
no.slekt.etterlysning,no.spill,10
no.slekt.etterlysning,no.sport.diverse,10
no.slekt.programmer,no.mac,10
no.slekt.programmer,no.radio-tv,10
no.slekt.programmer,no.reiser,10
no.slekt.programmer,no.religion,10
no.slekt.programmer,no.skole.diverse,10
no.slekt.programmer,no.speider,10
no.slekt.programmer,no.spill,10
no.slekt.programmer,no.sport.diverse,10
no.sources.list,no.reiser,10
no.sources.list,no.religion,10
no.sources.list,no.skole.diverse,10
no.speider,no.uninett.diverse,10
no.speider,no.uninett.drift,10
no.speider,no.uninett.hjelp,10
no.speider,no.uninett.katalog,10
no.student.nett,no.prat.seksualitet,10
no.student.nett,no.radio-tv,10
no.student.nett,no.uninett.diverse,10
no.student.nett,no.uninett.hjelp,10
no.student.samfund,no.pc,10
no.student.samfund,no.prat.seksualitet,10
no.student.samfund,no.radio-tv,10
no.student.samfund,no.religion,10
no.student.samfund,no.uninett.diverse,10
no.student.samfund,no.uninett.hjelp,10
no.student.samfund,no.uninett.skole,10
no.typografi,no.pc,10
no.uninett.diverse,no.student.nett,10
no.uninett.diverse,no.student.samfund,10
no.uninett.diverse,no.uninett.drift,10
no.uninett.drift,no.news.diverse,10
no.uninett.drift,unknown,10
no.uninett.hjelp,no.biz.annonser,10
no.uninett.hjelp,no.student.nett,10
no.uninett.hjelp,no.student.samfund,10
no.uninett.skole,no.student.samfund,10
no.vit.diverse,no.audio,10
no.vit.diverse,no.student.samfund,10
no.vitser,no.film,10
no.www,no.musikk,10
no.www,no.psykologi,10
no.x,no.c,10
no.alt.diskusjoner,no.marked.jobb,9
no.alt.fan.de-lillos,no.musikk,9
no.alt.flame,no.alt.troll,9
no.alt.god.jul,no.biz.annonser,9
no.alt.mat,no.musikk,9
no.alt.mat,no.www,9
no.alt.motorsykler,no.marked.jobb,9
no.amiga,no.bibsys,9
no.audio,no.biz,9
no.audio,no.reiser,9
no.biz,no.audio,9
no.biz,no.marked,9
no.biz.nettilbydere,no.it.diverse,9
no.c,no.x,9
no.ef,no.www,9
no.elektronikk,no.biz,9
no.eunet.drift,unknown,9
no.film,no.reiser,9
no.film,no.tungregning,9
no.hobby.diverse,no.www,9
no.it.diverse,no.religion,9
no.jus,no.hobby.diverse,9
no.linux,no.marked.diskusjon,9
no.mac,no.uninett.drift,9
no.mac,no.uninett.hjelp,9
no.mac,no.uninett.katalog,9
no.mac,no.uninett.skole,9
no.marked,no.it.os.os2,9
no.marked.data,no.prat.seksualitet,9
no.marked.data,no.uninett.skole,9
no.marked.diskusjon,no.vit.diverse,9
no.marked.jobb,no.alt.motorsykler,9
no.marked.jobb,no.it.os.os2,9
no.marked.jobb,no.reiser,9
no.ms-windows,no.ai,9
no.ms-windows,no.alkohol,9
no.ms-windows,no.news.drift,9
no.musikk,no.alt.fan.de-lillos,9
no.musikk,no.kryptografi,9
no.musikk,no.standard,9
no.musikk,no.telepost,9
no.nuug,unknown,9
no.org.efn.diskusjon,no.it.emacs,9
no.org.efn.diskusjon,no.it.os.os2,9
no.org.efn.diskusjon,no.lisp,9
no.reiser,no.audio,9
no.reiser,no.film,9
no.reiser,no.marked.jobb,9
no.sources.list,no.uninett.diverse,9
no.sources.list,no.uninett.drift,9
no.sources.list,no.uninett.hjelp,9
no.sources.list,no.uninett.katalog,9
no.sources.wanted,no.uninett.diverse,9
no.sources.wanted,no.uninett.drift,9
no.sources.wanted,no.uninett.hjelp,9
no.sources.wanted,no.uninett.katalog,9
no.spill,no.it.diverse,9
no.spill,no.uninett.drift,9
no.spill,no.uninett.hjelp,9
no.spill,no.uninett.katalog,9
no.spill.rollespill,no.speider,9
no.spill.rollespill,no.spill,9
no.spill.rollespill,no.sport.diverse,9
no.sport.diverse,no.uninett.drift,9
no.sport.diverse,no.uninett.hjelp,9
no.sport.diverse,no.uninett.katalog,9
no.standard,no.musikk,9
no.standard,no.uninett.diverse,9
no.standard,no.uninett.drift,9
no.standard,no.uninett.hjelp,9
no.standard,no.uninett.katalog,9
no.telepost,no.musikk,9
no.telepost,no.uninett.diverse,9
no.telepost,no.uninett.drift,9
no.telepost,no.uninett.hjelp,9
no.telepost,no.uninett.katalog,9
no.test,no.typografi,9
no.tungregning,no.uninett.diverse,9
no.tungregning,no.uninett.drift,9
no.tungregning,no.uninett.hjelp,9
no.tungregning,no.uninett.katalog,9
no.uninett.diverse,no.slekt,9
no.uninett.diverse,no.sources.list,9
no.uninett.diverse,no.sources.wanted,9
no.uninett.diverse,no.speider,9
no.uninett.diverse,no.standard,9
no.uninett.diverse,no.tegnsett,9
no.uninett.diverse,no.telepost,9
no.uninett.diverse,no.tungregning,9
no.uninett.diverse,no.uninett.katalog,9
no.uninett.drift,no.mail.diverse,9
no.uninett.drift,no.slekt,9
no.uninett.drift,no.sources.list,9
no.uninett.drift,no.sources.wanted,9
no.uninett.drift,no.speider,9
no.uninett.drift,no.spill,9
no.uninett.drift,no.sport.diverse,9
no.uninett.drift,no.standard,9
no.uninett.drift,no.tegnsett,9
no.uninett.drift,no.telepost,9
no.uninett.drift,no.tungregning,9
no.uninett.drift,no.uninett.hjelp,9
no.uninett.drift,no.uninett.katalog,9
no.uninett.hjelp,no.slekt,9
no.uninett.hjelp,no.sources.list,9
no.uninett.hjelp,no.sources.wanted,9
no.uninett.hjelp,no.speider,9
no.uninett.hjelp,no.spill,9
no.uninett.hjelp,no.sport.diverse,9
no.uninett.hjelp,no.standard,9
no.uninett.hjelp,no.tegnsett,9
no.uninett.hjelp,no.telepost,9
no.uninett.hjelp,no.tungregning,9
no.uninett.hjelp,no.uninett.drift,9
no.uninett.hjelp,no.uninett.katalog,9
no.uninett.katalog,no.slekt,9
no.uninett.katalog,no.sources.list,9
no.uninett.katalog,no.sources.wanted,9
no.uninett.katalog,no.speider,9
no.uninett.katalog,no.spill,9
no.uninett.katalog,no.sport.diverse,9
no.uninett.katalog,no.standard,9
no.uninett.katalog,no.tegnsett,9
no.uninett.katalog,no.telepost,9
no.uninett.katalog,no.tungregning,9
no.uninett.katalog,no.uninett.diverse,9
no.uninett.katalog,no.uninett.drift,9
no.uninett.katalog,no.uninett.hjelp,9
no.uninett.skole,no.marked.data,9
no.uninett.skole,no.stortinget,9
no.velkommen,no.norsk,9
no.vit.diverse,no.spill,9
no.vitser,no.alt.katter,9
no.vitser,no.jus,9
no.www,no.hobby.diverse,9
no.x,no.folklore.edb,9
no.x,no.marked,9
no.x,no.news.diverse,9
no.ai,no.audio,8
no.ai,no.bil,8
no.ai,no.bolig,8
no.ai,no.elektronikk,8
no.alkohol,no.bolig,8
no.alkohol,no.elektronikk,8
no.alt.arkiv,no.norsk,8
no.alt.arkiv,no.slekt,8
no.alt.arkiv,no.sources.wanted,8
no.alt.arkiv,no.stortinget,8
no.alt.arkiv,no.telepost,8
no.alt.diskusjoner,no.biz,8
no.alt.fan.de-lillos,no.alt.frustrasjoner,8
no.alt.fan.de-lillos,no.marked,8
no.alt.frustrasjoner,no.amiga,8
no.alt.frustrasjoner,no.x,8
no.alt.motorsykler,no.biz.annonser.data,8
no.amiga,no.alt.gledesutbrudd,8
no.audio,no.alt.fan.de-lillos,8
no.biz,no.alt.diskusjoner,8
no.biz,no.general,8
no.biz,no.multimedia,8
no.c,no.ms-windows,8
no.film,no.alt.fan.de-lillos,8
no.folklore.edb,no.x,8
no.hobby.diverse,no.havforskning,8
no.irc,no.unix,8
no.jus,no.reiser,8
no.jus,no.uninett.skole,8
no.litteratur,no.religion,8
no.mac,no.alt.diskusjoner,8
no.mail.diverse,no.alkohol,8
no.marked,no.vit.diverse,8
no.marked.bil,no.musikk,8
no.marked.bil,no.news.diverse,8
no.marked.data,no.news.drift,8
no.marked.data,no.radio_tv,8
no.medisin,no.embnet,8
no.medisin,no.stortinget,8
no.ms-windows,no.c,8
no.ms-windows,no.marked.diskusjon,8
no.musikk.gitar,no.ms-windows,8
no.musikk.gitar,no.musikk.klassisk,8
no.news.diverse,no.uninett.drift,8
no.norsk,no.alt.arkiv,8
no.norsk.fagord,no.marked.jobb,8
no.norsk.fagord,no.musikk,8
no.nuug,no.marked.jobb,8
no.perl,no.c,8
no.prat.aksjer,no.slekt.etterlysning,8
no.prat.aksjer,no.slekt.programmer,8
no.prat.aksjer,no.sources.list,8
no.prat.aksjer,no.sources.wanted,8
no.prat.aksjer,no.sport.fotball,8
no.prat.aksjer,no.sport.orientering,8
no.prat.aksjer,no.sport.volleyball,8
no.prat.narkotika,no.marked.jobb,8
no.prat.narkotika,no.musikk,8
no.prat.politikk,no.marked,8
no.prat.politikk,no.ms-windows,8
no.prat.politikk,no.pc,8
no.prat.seksualitet,no.speider,8
no.prat.seksualitet,no.student.nett,8
no.prat.seksualitet,no.student.samfund,8
no.prat.seksualitet,no.vit.diverse,8
no.prat.ufo,no.marked.jobb,8
no.prat.ufo,no.musikk,8
no.radio-tv,no.prat.narkotika,8
no.radio-tv,no.typografi,8
no.reiser,no.news.diverse,8
no.sources.wanted,no.alt.arkiv,8
no.sources.wanted,no.alt.diskusjoner,8
no.sources.wanted,no.slekt.etterlysning,8
no.sources.wanted,no.slekt.programmer,8
no.sport.diverse,no.sport.volleyball,8
no.sport.fotball,no.slekt.etterlysning,8
no.sport.fotball,no.slekt.programmer,8
no.sport.fotball,no.sources.list,8
no.sport.volleyball,no.prat.aksjer,8
no.sport.volleyball,no.slekt.etterlysning,8
no.sport.volleyball,no.slekt.programmer,8
no.sport.volleyball,no.sources.list,8
no.sport.volleyball,no.sources.wanted,8
no.sport.volleyball,no.sport.diverse,8
no.standard,no.alt.tegneserier,8
no.stortinget,no.alt.arkiv,8
no.telepost,no.alt.arkiv,8
no.test,no.alt.gledesutbrudd,8
no.test,no.hobby.diverse,8
no.tungregning,no.stortinget,8
no.uninett.drift,no.radio_tv,8
no.uninett.hjelp,no.radio_tv,8
no.uninett.hjelp,unknown,8
no.uninett.katalog,no.radio_tv,8
no.vit.diverse,no.prat.seksualitet,8
no.vitser,no.unix,8
no.vr,no.ai,8
no.vr,no.psykologi,8
no.www,no.alt.mat.drikke,8
no.www,no.religion,8
no.www,no.student.nett,8
no.alt.config,no.ms-windows,7
no.alt.config,no.pc,7
no.alt.diskusjoner,no.sport.fotball,7
no.alt.flame,no.uninett.skole,7
no.alt.frustrasjoner,no.folklore.edb,7
no.alt.frustrasjoner,no.prat.narkotika,7
no.alt.frustrasjoner,no.student.nett,7
no.alt.frustrasjoner,no.video,7
no.audio,no.alt.amiga,7
no.bil,no.tele,7
no.biz.annonser,no.prat.ufo,7
no.biz.annonser.data,no.alt.god.jul,7
no.c,no.alt.irc-treff,7
no.ef,no.religion,7
no.eunet.diverse,no.alt.pompel-og-pilt,7
no.eunet.diverse,no.alt.radio-tv.irma-1000,7
no.eunet.diverse,no.alt.sjokolade,7
no.eunet.diverse,no.bibsys,7
no.film,no.media,7
no.folklore.edb,no.havforskning,7
no.folklore.overtro,no.news.diverse,7
no.havforskning,no.uninett.diverse,7
no.havforskning,no.uninett.drift,7
no.havforskning,no.uninett.hjelp,7
no.havforskning,no.uninett.katalog,7
no.havforskning,no.uninett.skole,7
no.havforskning,no.unix,7
no.hobby.diverse,no.alt.god.jul,7
no.hobby.diverse,no.prat.ufo,7
no.hobby.diverse,no.reiser,7
no.hobby.diverse,no.speider,7
no.irc,no.uninett.diverse,7
no.irc,no.uninett.drift,7
no.irc,no.uninett.hjelp,7
no.irc,no.uninett.katalog,7
no.irc,no.uninett.skole,7
no.it.emacs,no.news.diverse,7
no.jus,no.uninett.drift,7
no.jus,no.uninett.hjelp,7
no.jus,no.uninett.katalog,7
no.jus,no.unix,7
no.kjemi,no.uninett.diverse,7
no.kjemi,no.uninett.drift,7
no.kjemi,no.uninett.hjelp,7
no.kjemi,no.uninett.katalog,7
no.kjemi,no.uninett.skole,7
no.kjemi,no.unix,7
no.kultur.film,no.film,7
no.linux,no.prat.aksjer,7
no.linux,no.prat.narkotika,7
no.linux,no.prat.ufo,7
no.linux,no.uninett.drift,7
no.linux,no.uninett.hjelp,7
no.linux,no.uninett.katalog,7
no.linux,no.uninett.skole,7
no.lisp,no.marked.diskusjon,7
no.lisp,no.prat.aksjer,7
no.lisp,no.prat.narkotika,7
no.lisp,no.prat.ufo,7
no.litteratur,no.uninett.diverse,7
no.litteratur,no.uninett.drift,7
no.litteratur,no.uninett.hjelp,7
no.litteratur,no.uninett.katalog,7
no.litteratur,no.unix,7
no.mac,no.video,7
no.mail.diverse,no.uninett.diverse,7
no.mail.diverse,no.uninett.drift,7
no.mail.diverse,no.uninett.hjelp,7
no.mail.diverse,no.uninett.katalog,7
no.marked,no.sport.fotball,7
no.marked.data,no.slekt,7
no.marked.data,no.sources.wanted,7
no.marked.data,no.uninett.diverse,7
no.medisin,no.c,7
no.medisin,no.ef,7
no.medisin,no.film,7
no.medisin,no.musikk.gitar,7
no.musikk,no.spill,7
no.musikk.gitar,no.alt.fan.de-lillos,7
no.musikk.gitar,no.org.decus,7
no.news.diverse,no.alt.mat,7
no.news.diverse,no.org.decus,7
no.news.diverse,no.uninett.hjelp,7
no.news.drift,no.www,7
no.pc,no.alt.sjokolade,7
no.prat.aksjer,no.marked.bolig,7
no.prat.aksjer,no.marked.diskusjon,7
no.prat.aksjer,no.marked.jobb,7
no.prat.aksjer,no.ms-windows,7
no.prat.aksjer,no.prat.narkotika,7
no.prat.aksjer,no.prat.ufo,7
no.prat.politikk,no.marked.jobb,7
no.prat.seksualitet,no.prat.narkotika,7
no.prat.ufo,no.news.diverse,7
no.pressemeldinger,unknown,7
no.psykologi,no.marked.data,7
no.psykologi,no.uninett.skole,7
no.religion,no.litteratur,7
no.slekt,no.marked.data,7
no.sources.list,no.news.diverse,7
no.sources.wanted,no.marked.data,7
no.sources.wanted,no.news.diverse,7
no.sources.wanted,unknown,7
no.speider,no.prat.seksualitet,7
no.spill,no.musikk,7
no.spill.rollespill,no.radio-tv,7
no.spill.rollespill,no.reiser,7
no.spill.rollespill,no.religion,7
no.spill.rollespill,no.slekt,7
no.spill.sjakk,no.speider,7
no.spill.sjakk,no.sport.diverse,7
no.sport.diverse,no.bil,7
no.sport.fotball,no.marked,7
no.sport.fotball,no.radio-tv,7
no.sport.fotball,no.reiser,7
no.sport.fotball,no.religion,7
no.sport.fotball,no.slekt,7
no.sport.fotball,no.speider,7
no.sport.fotball,no.spill,7
no.sport.orientering,no.sport.diverse,7
no.sport.orientering,no.sport.fotball,7
no.stortinget,no.alt.katter,7
no.sykkel,no.news.diverse,7
no.sykkel,no.reiser,7
no.tegnsett,no.x,7
no.test,no.ms-windows,7
no.test,no.religion,7
no.test,no.vr,7
no.test,no.x,7
no.tex,no.vitser,7
no.tex,no.vr,7
no.tex,no.x,7
no.uninett.hjelp,no.news.diverse,7
no.uninett.skole,no.jus,7
no.uninett.skole,no.net,7
no.uninett.skole,no.radio-tv,7
no.unix,no.havforskning,7
no.unix,no.irc,7
no.unix,no.kjemi,7
no.unix,no.litteratur,7
no.video,no.unix,7
no.video,no.vitser,7
no.video,no.vr,7
no.video,no.x,7
no.vitser,no.musikk,7
no.vitser,no.reiser,7
no.vitser,no.vr,7
no.vitser,no.x,7
no.vr,no.vitser,7
no.vr,no.x,7
no.www,no.lisp,7
no.www,no.test,7
no.x,no.vitser,7
no.x,no.vr,7
no.ai,no.alt.fan.de-lillos,6
no.ai,no.irc,6
no.ai,no.pc,6
no.alkohol,no.biz,6
no.alkohol,no.irc,6
no.alkohol,no.mail.diverse,6
no.alt.arkiv,no.alt.fan.de-lillos,6
no.alt.config,no.alt.fan.de-lillos,6
no.alt.config,no.folklore.overtro,6
no.alt.diskusjoner,no.tegnsett,6
no.alt.fan.de-lillos,no.alt.mat,6
no.alt.fan.de-lillos,no.audio,6
no.alt.fan.de-lillos,no.biz,6
no.alt.fan.de-lillos,no.film,6
no.alt.fan.de-lillos,no.mail.diverse,6
no.alt.fan.de-lillos,no.multimedia,6
no.alt.fan.de-lillos,no.musikk.gitar,6
no.alt.flame,no.alt.fan.de-lillos,6
no.alt.frustrasjoner,no.biz,6
no.alt.frustrasjoner,no.test,6
no.alt.frustrasjoner,no.uninett.diverse,6
no.alt.gledesutbrudd,no.elektronikk,6
no.alt.gledesutbrudd,no.it.diverse,6
no.alt.katter,no.vitser,6
no.alt.katter,no.www,6
no.alt.mat,no.biz,6
no.alt.sjokolade,no.musikk.klassisk,6
no.amiga,no.ai,6
no.amiga,no.alkohol,6
no.amiga,no.ms-windows,6
no.amiga,no.spill,6
no.audio,no.ai,6
no.bibsys,no.amiga,6
no.bil,no.ms-windows,6
no.bil,no.prat.politikk,6
no.bil,no.speider,6
no.biz,no.alkohol,6
no.biz,no.alt.fan.de-lillos,6
no.biz,no.alt.frustrasjoner,6
no.biz,no.alt.mat,6
no.biz,no.mail.diverse,6
no.biz,no.media,6
no.biz,no.net,6
no.biz,no.www,6
no.biz.annonser,no.alt.fan.de-lillos,6
no.biz.annonser,no.alt.frustrasjoner,6
no.biz.nettilbydere,no.alt.fan.de-lillos,6
no.eunet.diverse,no.lisp,6
no.eunet.diverse,no.marked.data,6
no.eunet.diverse,no.marked.jobb,6
no.eunet.diverse,no.musikk,6
no.film,no.ai,6
no.film,no.ms-windows,6
no.folklore.edb,no.embnet,6
no.folklore.edb,no.film,6
no.folklore.edb,no.jus,6
no.folklore.generelt,no.embnet,6
no.folklore.generelt,no.film,6
no.folklore.generelt,no.havforskning,6
no.folklore.generelt,no.irc,6
no.folklore.generelt,no.news.diverse,6
no.folklore.generelt,no.x,6
no.folklore.generelt,unknown,6
no.hobby.diverse,no.it.diverse,6
no.hobby.diverse,no.tele,6
no.hobby.diverse,no.x,6
no.irc,no.ai,6
no.irc,no.alkohol,6
no.it.diverse,no.hobby.diverse,6
no.it.diverse,no.tele,6
no.it.emacs,no.tex,6
no.it.emacs,no.uninett.skole,6
no.litteratur,no.alt.arkiv,6
no.mail.diverse,no.alt.fan.de-lillos,6
no.mail.diverse,no.biz,6
no.mail.diverse,no.mswindow,6
no.mail.drift,no.uninett.diverse,6
no.mail.drift,no.uninett.hjelp,6
no.mail.drift,no.uninett.katalog,6
no.mail.drift,no.uninett.skole,6
no.marked,no.alt.fan.de-lillos,6
no.marked,no.uninett.drift,6
no.marked,no.uninett.hjelp,6
no.marked,no.uninett.katalog,6
no.marked.data,no.psykologi,6
no.marked.data,no.sources.list,6
no.marked.data,no.speider,6
no.marked.data,no.standard,6
no.marked.data,no.tegnsett,6
no.marked.data,no.tungregning,6
no.marked.data,no.uninett.drift,6
no.marked.data,no.uninett.hjelp,6
no.marked.data,no.uninett.katalog,6
no.media,no.kryptografi,6
no.media,no.prat.seksualitet,6
no.ms-windows,no.alt.amiga,6
no.ms-windows,no.alt.arkiv,6
no.ms-windows,no.alt.flame,6
no.ms-windows,no.amiga,6
no.ms-windows,no.bil,6
no.ms-windows,no.film,6
no.ms-windows,no.marked.bolig,6
no.ms-windows,no.prat.aksjer,6
no.ms-windows,no.prat.narkotika,6
no.ms-windows,no.prat.ufo,6
no.multimedia,no.alt.fan.de-lillos,6
no.multimedia,no.biz,6
no.multimedia,no.uninett.drift,6
no.multimedia,no.uninett.hjelp,6
no.multimedia,no.uninett.katalog,6
no.multimedia,no.uninett.skole,6
no.musikk,no.sources.list,6
no.musikk,no.sources.wanted,6
no.musikk,no.speider,6
no.musikk,no.tegnsett,6
no.musikk,no.tungregning,6
no.musikk,no.uninett.diverse,6
no.musikk,no.uninett.drift,6
no.musikk,no.uninett.hjelp,6
no.musikk,no.uninett.katalog,6
no.musikk,no.uninett.skole,6
no.musikk,no.unix,6
no.musikk.gitar,no.uninett.diverse,6
no.musikk.gitar,no.uninett.drift,6
no.musikk.gitar,no.uninett.hjelp,6
no.musikk.gitar,no.uninett.katalog,6
no.musikk.gitar,no.uninett.skole,6
no.musikk.gitar,no.unix,6
no.net,no.uninett.hjelp,6
no.net,no.uninett.katalog,6
no.net,no.uninett.skole,6
no.net,no.x,6
no.news.diverse,no.standard,6
no.news.diverse,no.student.nett,6
no.news.diverse,no.student.samfund,6
no.news.diverse,no.tegnsett,6
no.news.diverse,no.tungregning,6
no.news.diverse,no.uninett.katalog,6
no.news.drift,no.prat.aksjer,6
no.news.drift,no.slekt.etterlysning,6
no.news.drift,no.slekt.programmer,6
no.news.drift,no.sport.fotball,6
no.news.drift,no.sport.orientering,6
no.news.drift,no.sport.volleyball,6
no.news.drift,no.uninett.hjelp,6
no.news.drift,no.uninett.katalog,6
no.news.drift,no.uninett.skole,6
no.news.drift,no.video,6
no.norsk,no.uninett.drift,6
no.norsk,no.uninett.hjelp,6
no.norsk,no.uninett.katalog,6
no.org.decus,no.prat.aksjer,6
no.org.decus,no.slekt.etterlysning,6
no.org.decus,no.slekt.programmer,6
no.org.decus,no.sources.list,6
no.org.decus,no.sources.wanted,6
no.org.decus,no.sport.fotball,6
no.org.decus,no.sport.orientering,6
no.org.decus,no.sport.volleyball,6
no.pc,no.uninett.drift,6
no.pc,no.uninett.hjelp,6
no.pc,no.uninett.katalog,6
no.perl,no.marked.bolig,6
no.perl,no.marked.diskusjon,6
no.perl,no.prat.aksjer,6
no.prat.politikk,no.sport.diverse,6
no.prat.seksualitet,no.media,6
no.prat.seksualitet,no.perl,6
no.prat.seksualitet,no.prat.ufo,6
no.prat.seksualitet,no.pressemeldinger.diskusjon,6
no.prat.seksualitet,no.reiser,6
no.prat.seksualitet,no.slekt,6
no.prat.seksualitet,no.spill.rollespill,6
no.prat.seksualitet,no.spill.sjakk,6
no.prat.seksualitet,no.sport.diverse,6
no.prat.seksualitet,no.sport.fotball,6
no.psykologi,no.uninett.diverse,6
no.psykologi,no.uninett.drift,6
no.psykologi,no.uninett.hjelp,6
no.psykologi,no.uninett.katalog,6
no.psykologi,no.unix,6
no.radio-tv,no.unix,6
no.radio_tv,no.tele,6
no.reiser,no.vitser,6
no.religion,no.test,6
no.slekt,no.uninett.skole,6
no.slekt,no.unix,6
no.slekt.etterlysning,no.prat.aksjer,6
no.slekt.etterlysning,no.sources.wanted,6
no.slekt.etterlysning,no.sport.fotball,6
no.slekt.etterlysning,no.sport.orientering,6
no.slekt.etterlysning,no.sport.volleyball,6
no.slekt.programmer,no.prat.aksjer,6
no.slekt.programmer,no.sources.wanted,6
no.slekt.programmer,no.sport.fotball,6
no.slekt.programmer,no.sport.orientering,6
no.slekt.programmer,no.sport.volleyball,6
no.sources.list,no.marked.data,6
no.sources.list,no.musikk,6
no.sources.list,no.prat.aksjer,6
no.sources.list,no.sport.fotball,6
no.sources.list,no.sport.orientering,6
no.sources.list,no.sport.volleyball,6
no.sources.list,no.uninett.skole,6
no.sources.list,no.unix,6
no.sources.wanted,no.musikk,6
no.sources.wanted,no.prat.aksjer,6
no.sources.wanted,no.sport.fotball,6
no.sources.wanted,no.sport.orientering,6
no.sources.wanted,no.sport.volleyball,6
no.sources.wanted,no.uninett.skole,6
no.sources.wanted,no.unix,6
no.speider,no.marked.data,6
no.speider,no.musikk,6
no.speider,no.uninett.skole,6
no.speider,no.unix,6
no.spill,no.spill.rollespill,6
no.spill,no.uninett.skole,6
no.spill,no.unix,6
no.sport.diverse,no.sport.orientering,6
no.sport.diverse,no.uninett.skole,6
no.sport.diverse,no.unix,6
no.sport.fotball,no.irc,6
no.sport.fotball,no.prat.aksjer,6
no.sport.fotball,no.sources.wanted,6
no.sport.fotball,no.sport.orientering,6
no.sport.orientering,no.prat.aksjer,6
no.sport.orientering,no.slekt.etterlysning,6
no.sport.orientering,no.slekt.programmer,6
no.sport.orientering,no.sources.list,6
no.sport.orientering,no.sources.wanted,6
no.standard,no.alt.frustrasjoner,6
no.standard,no.alt.gledesutbrudd,6
no.standard,no.alt.god.jul,6
no.standard,no.alt.mat,6
no.standard,no.alt.motorsykler,6
no.standard,no.alt.pompelog,6
no.standard,no.alt.radio_tv.irma1000,6
no.standard,no.audio,6
no.standard,no.ef,6
no.standard,no.embnet,6
no.standard,no.eunet.diverse,6
no.standard,no.eunet.drift,6
no.standard,no.eunet.hjelp,6
no.standard,no.film,6
no.standard,no.marked.data,6
no.standard,no.news.diverse,6
no.standard,no.org.efn.diskusjon,6
no.standard,no.uninett.skole,6
no.standard,no.unix,6
no.sykkel,no.litteratur,6
no.tegnsett,no.uninett.diverse,6
no.tegnsett,no.uninett.drift,6
no.tegnsett,no.uninett.hjelp,6
no.tegnsett,no.uninett.katalog,6
no.tele,no.it.diverse,6
no.tele,no.sport.diverse,6
no.tele,no.uninett.drift,6
no.telepost,no.marked.data,6
no.telepost,no.uninett.skole,6
no.telepost,no.unix,6
no.tungregning,no.marked.data,6
no.tungregning,no.musikk,6
no.tungregning,no.news.diverse,6
no.tungregning,no.uninett.skole,6
no.tungregning,no.unix,6
no.tungregning,unknown,6
no.uninett.diverse,no.havforskning,6
no.uninett.diverse,no.irc,6
no.uninett.diverse,no.kjemi,6
no.uninett.diverse,no.litteratur,6
no.uninett.diverse,no.mac,6
no.uninett.diverse,no.mail.diverse,6
no.uninett.diverse,no.mail.drift,6
no.uninett.diverse,no.marked.data,6
no.uninett.diverse,no.musikk,6
no.uninett.diverse,no.musikk.gitar,6
no.uninett.diverse,no.news.drift,6
no.uninett.diverse,no.nuug,6
no.uninett.diverse,no.psykologi,6
no.uninett.drift,no.havforskning,6
no.uninett.drift,no.irc,6
no.uninett.drift,no.jus,6
no.uninett.drift,no.kjemi,6
no.uninett.drift,no.linux,6
no.uninett.drift,no.litteratur,6
no.uninett.drift,no.mac,6
no.uninett.drift,no.marked,6
no.uninett.drift,no.marked.data,6
no.uninett.drift,no.multimedia,6
no.uninett.drift,no.musikk,6
no.uninett.drift,no.musikk.gitar,6
no.uninett.drift,no.norsk,6
no.uninett.drift,no.nuug,6
no.uninett.drift,no.pc,6
no.uninett.drift,no.psykologi,6
no.uninett.drift,no.tele,6
no.uninett.drift,no.uninett.skole,6
no.uninett.drift,no.unix,6
no.uninett.hjelp,no.havforskning,6
no.uninett.hjelp,no.irc,6
no.uninett.hjelp,no.jus,6
no.uninett.hjelp,no.kjemi,6
no.uninett.hjelp,no.linux,6
no.uninett.hjelp,no.litteratur,6
no.uninett.hjelp,no.mac,6
